CheckingAcctStat,Duration,CreditHistory,Purpose,CreditAmount,Savings,Employment,InstallmentRatePecnt,SexAndStatus,OtherDetorsGuarantors,PresentResidenceTime,Property,Age,OtherInstalments,Housing,ExistingCreditsAtBank,Job,NumberDependents,Telephone,ForeignWorker,CreditStatus
A12,0.25,A32,A42,0.205018158,A65,A74,0.333333333,A93,A101,0.666666667,A123,0.285714286,A143,A152,0,A173,0,A192,A201,0
A11,0.117647059,A31,A40,0.024595576,A61,A72,1,A93,A101,0.333333333,A123,0.482142857,A141,A152,0.333333333,A173,0,A192,A201,1
A12,0.205882353,A34,A42,0.391988555,A61,A71,1,A93,A101,1,A122,0.375,A142,A152,0.333333333,A174,0,A192,A201,0
A14,0.205882353,A34,A41,0.163915484,A65,A71,0.333333333,A93,A101,1,A124,0.339285714,A143,A152,0,A174,0,A192,A201,0
A11,0.647058824,A32,A40,0.413392759,A61,A75,1,A93,A101,1,A124,0.410714286,A141,A153,0,A174,0,A191,A201,1
A14,0.205882353,A32,A40,0.132717068,A65,A74,1,A93,A101,0.666666667,A122,0.232142857,A143,A152,0,A173,0,A191,A202,0
A14,0.117647059,A32,A43,0.09425553,A61,A74,1,A93,A101,0.333333333,A123,0.214285714,A143,A151,0.333333333,A174,1,A192,A201,0
A14,0.161764706,A34,A43,0.058655222,A63,A73,0.333333333,A94,A101,0.333333333,A122,0.5,A143,A152,0.333333333,A172,0,A191,A201,0
A14,0.294117647,A32,A42,0.142236162,A63,A75,0.666666667,A93,A101,1,A122,0.607142857,A143,A152,0,A173,0,A191,A201,0
A14,0.073529412,A32,A42,0.095190932,A61,A72,0.333333333,A92,A102,0.333333333,A123,0,A143,A151,0.333333333,A173,0,A191,A201,1
A14,0.294117647,A32,A43,0.061956641,A63,A74,1,A92,A101,0,A123,0.160714286,A143,A152,0,A173,0,A191,A201,0
A14,0.294117647,A34,A42,0.073456586,A61,A74,1,A93,A101,0.666666667,A122,0.375,A143,A152,0.333333333,A173,0,A191,A201,0
A12,0.117647059,A32,A45,0.021404204,A61,A73,1,A93,A101,0.333333333,A123,0.196428571,A143,A152,0,A173,0,A191,A201,1
A11,0.117647059,A31,A43,0.104489931,A61,A73,1,A91,A101,0,A124,0.178571429,A143,A153,0,A173,0,A191,A201,1
A14,0.294117647,A33,A40,0.025696049,A65,A75,1,A94,A101,1,A123,0.625,A143,A152,0.333333333,A173,0,A192,A201,0
A11,0.382352941,A30,A49,0.43039507,A65,A72,0.333333333,A93,A101,0.666666667,A123,0.107142857,A141,A152,0.666666667,A173,0,A191,A201,0
A11,0.161764706,A32,A49,0.030593155,A61,A73,1,A92,A101,1,A122,0.053571429,A143,A152,0,A172,0,A191,A201,0
A11,0.117647059,A32,A44,0.027016617,A62,A71,1,A92,A101,0.666666667,A122,0.053571429,A143,A152,0,A173,0,A191,A201,1
A14,0.25,A32,A41,0.275008254,A65,A73,0,A93,A101,0.666666667,A123,0.125,A143,A152,0,A173,0,A191,A201,0
A14,0.426470588,A34,A41,0.385330692,A61,A74,0.666666667,A93,A101,0.333333333,A123,0.285714286,A143,A152,0.333333333,A174,0,A192,A201,0
A11,0.234566231,A32,A43,0.266267894,A61,A73,0.386120238,A92,A101,0.333333333,A122,0.104264864,A143,A152,0.247930911,A173,0,A191,A201,1
A11,0.233890244,A32,A43,0.111123716,A61,A73,0.477427928,A92,A101,0.333333333,A121,0.09049466,A143,A152,0,A173,0,A191,A201,1
A11,0.388903917,A32,A43,0.27611785,A61,A73,0.666666667,A92,A101,0.333333333,A123,0.124410814,A143,A152,0.247930911,A173,0,A192,A201,1
A11,0.394987805,A30,A43,0.174086974,A61,A73,0.666666667,A92,A101,0.333333333,A123,0.207032039,A143,A152,0,A173,0,A192,A201,1
A14,0.148514596,A34,A46,0.264270494,A62,A73,0.947213096,A92,A102,0.333333333,A121,0.181449421,A143,A152,0.333333333,A173,0,A191,A201,1
A14,0.149866571,A32,A46,0.149919594,A62,A73,0.855905405,A92,A101,0.333333333,A121,0.195219625,A143,A152,0.333333333,A173,0,A191,A201,1
A11,0.232382573,A32,A48,0.049464896,A61,A72,1,A94,A101,1,A122,0.080651736,A143,A151,0,A173,0,A191,A201,1
A11,0.229678623,A32,A48,0.047275414,A61,A74,1,A92,A101,1,A122,0.039341124,A143,A151,0,A173,0,A191,A201,1
A12,0.23674989,A34,A43,0.050809844,A62,A75,1,A93,A101,0.820853718,A124,0.309327414,A143,A152,0.085402422,A173,1,A191,A201,1
A12,0.238101865,A31,A43,0.040743689,A62,A72,1,A93,A101,1,A124,0.336867822,A141,A152,0.333333333,A173,1,A191,A201,1
A14,0.241117207,A32,A43,0.137879836,A61,A73,1,A93,A101,0.333333333,A123,0.1849166,A143,A152,0,A173,0,A191,A201,1
A13,0.246525107,A34,A43,0.084420401,A61,A73,1,A93,A101,0.333333333,A123,0.129835784,A143,A152,0,A173,0,A191,A201,1
A11,0.294117647,A32,A40,0.036151419,A65,A73,1,A92,A101,0.333333333,A124,0.268446329,A143,A152,0,A173,0,A191,A201,1
A11,0.294117647,A32,A40,0.054008419,A65,A75,1,A94,A101,0.333333333,A123,0.185825104,A141,A152,0,A173,0,A191,A201,1
A11,0.201515036,A32,A46,0.037780747,A61,A72,1,A92,A101,1,A122,0.086407721,A143,A151,0,A173,0,A191,A201,1
A11,0.197459111,A32,A46,0.039263833,A61,A72,1,A92,A101,1,A122,0.072637517,A143,A152,0,A173,0,A191,A201,1
A11,0.417587795,A32,A49,0.137121749,A61,A72,0.719453571,A92,A101,1,A122,0.089285714,A143,A151,0,A173,0,A191,A201,1
A11,0.422995696,A32,A49,0.107379914,A61,A72,0.810761261,A92,A101,1,A122,0.089285714,A143,A151,0,A173,0,A191,A201,1
A11,0.267617427,A32,A45,0.316316865,A61,A72,0,A91,A101,0.358292565,A124,0.103086493,A143,A152,0,A172,0,A192,A201,1
A11,0.270321377,A32,A45,0.234448586,A61,A72,0,A94,A101,0.031147608,A124,0.254558737,A143,A152,0,A172,0,A192,A201,1
A11,0.274316562,A31,A40,0.045456058,A62,A74,0.333333333,A93,A101,0.487520384,A121,0.478154429,A143,A152,0,A173,0,A191,A201,1
A12,0.269584649,A32,A40,0.325045908,A62,A74,0.333333333,A93,A101,0.635519059,A124,0.202750347,A143,A152,0,A173,0,A191,A201,1
A11,0.216948805,A32,A43,0.147570669,A61,A72,0.719453571,A92,A101,1,A122,0.083529729,A143,A151,0,A173,0,A191,A201,1
A11,0.213568867,A32,A43,0.055463461,A61,A72,0.810761261,A92,A101,1,A122,0.05598932,A143,A151,0,A173,0,A191,A201,1
A11,0.117647059,A34,A40,0.251962192,A61,A75,0.719453571,A93,A101,0.820853718,A124,0.308738228,A143,A152,0.333333333,A173,0,A192,A201,1
A11,0.117647059,A34,A40,0.097534337,A61,A75,0.810761261,A93,A102,0.968852392,A122,0.418899861,A143,A151,0.055546723,A173,0,A192,A201,1
A12,0.232382573,A32,A42,0.140496764,A63,A72,0.947213096,A92,A101,1,A121,0.163592279,A143,A151,0,A173,0,A191,A201,1
A14,0.229678623,A32,A42,0.159792907,A63,A73,0.855905405,A92,A101,1,A123,0.177362483,A143,A151,0.27778661,A173,0,A191,A201,1
A12,0.294117647,A33,A40,0.077569513,A61,A75,1,A93,A101,1,A123,0.69472895,A141,A152,0.333333333,A172,0.934023514,A191,A201,1
A14,0.294117647,A32,A40,0.075846322,A61,A75,1,A93,A101,1,A123,0.515716297,A143,A152,0.055546723,A172,0.143862594,A191,A201,1
A12,0.144147279,A31,A40,0.046696722,A62,A72,0,A92,A101,0.179146282,A124,0.097330507,A143,A152,0,A172,0,A191,A201,1
A12,0.141443329,A31,A40,0.039153078,A62,A72,0,A93,A101,0.031147608,A122,0.221262344,A142,A152,0,A172,0,A191,A201,1
A14,0.439720698,A31,A41,0.293509986,A65,A71,1,A92,A101,0.179146282,A123,0.202705807,A143,A152,0.247930911,A174,0,A192,A201,1
A14,0.438368723,A32,A41,0.52850456,A65,A71,1,A91,A101,0.031147608,A121,0.574501317,A141,A152,0,A174,0,A192,A201,1
A11,0.291933989,A32,A41,0.550541924,A61,A75,0.613879762,A92,A101,1,A124,0.399202314,A143,A153,0.247930911,A174,0,A192,A201,1
A12,0.289906026,A32,A41,0.526129,A61,A71,0.522572072,A93,A101,1,A124,0.344121498,A143,A153,0,A174,0,A192,A201,1
A12,0.148514596,A32,A42,0.116242882,A61,A72,0.438907142,A93,A101,0.179146282,A121,0.252877993,A143,A152,0,A172,1,A191,A201,1
A13,0.149866571,A32,A42,0.133179401,A61,A73,0.621522523,A93,A101,0,A121,0.266648197,A143,A152,0,A172,1,A191,A201,1
A12,0.117647059,A34,A43,0.032763118,A65,A75,1,A92,A101,0.845812949,A123,0.3698332,A141,A152,0,A172,1,A191,A201,1
A14,0.117647059,A32,A43,0.027182536,A65,A75,1,A93,A101,0.697814275,A122,0.259671568,A141,A152,0,A172,1,A191,A201,1
A11,0.232382573,A32,A43,0.03448147,A61,A72,1,A93,A101,1,A123,0.169280328,A143,A152,0,A172,0,A191,A201,1
A11,0.229678623,A34,A43,0.045327313,A61,A75,1,A94,A101,0.937704784,A121,0.637467267,A142,A152,0,A172,0,A191,A201,1
A12,0.508006748,A31,A410,0.746710335,A62,A75,0.613879762,A92,A101,1,A124,0.462518157,A143,A153,0.333333333,A174,0,A192,A201,1
A12,0.515442611,A30,A410,0.557998855,A62,A75,0.522572072,A92,A101,1,A124,0.71038183,A141,A153,0.055546723,A174,0,A192,A201,1
A14,0.532323309,A34,A42,0.43879746,A61,A73,0.438907142,A92,A101,0.487520384,A123,0.166470271,A143,A152,0,A174,0,A192,A201,1
A12,0.53502726,A30,A42,0.201347026,A61,A73,0.621522523,A92,A101,0.635519059,A123,0.19401068,A143,A152,0.27778661,A174,0,A192,A201,1
A11,0.269801085,A32,A42,0.155354263,A61,A75,1,A93,A101,0.691625898,A122,0.275901936,A143,A151,0.247930911,A173,1,A191,A201,1
A11,0.274532998,A32,A42,0.082562608,A61,A75,1,A93,A101,0.364480941,A123,0.399833772,A143,A152,0,A173,1,A191,A201,1
A11,0.523588676,A33,A40,0.150618895,A61,A74,0.719453571,A93,A101,0.641707435,A124,0.502288807,A143,A153,0.085402422,A173,1,A191,A201,1
A11,0.518180775,A32,A40,0.2191123,A61,A73,0.810761261,A93,A101,1,A124,0.598680236,A143,A153,0.333333333,A173,1,A191,A201,1
A11,0.175014816,A31,A49,0.095344917,A61,A72,1,A92,A101,0.179146282,A121,0.08006255,A143,A152,0,A173,0,A191,A201,1
A13,0.173662841,A34,A49,0.069614422,A61,A72,1,A92,A101,0.093442824,A121,0.121373162,A143,A152,0,A173,0,A191,A201,1
A12,0.408853161,A32,A40,0.070026754,A61,A72,0.719453571,A92,A101,0.641707435,A123,0.241955207,A143,A152,0,A173,0,A192,A201,1
A12,0.406149211,A32,A40,0.079003747,A61,A72,0.810761261,A92,A101,1,A123,0.118023371,A143,A152,0,A173,0,A192,A201,1
A14,0.163948364,A33,A49,0.073700813,A63,A72,1,A93,A101,0.691625898,A123,0.273023943,A143,A152,0,A172,1,A191,A201,1
A14,0.165976327,A33,A49,0.128167751,A63,A72,1,A93,A101,0.302185725,A121,0.383185575,A141,A152,0,A172,1,A191,A201,1
A11,0.10221329,A32,A40,0.122008673,A61,A75,0.719453571,A93,A101,0.691625898,A124,0.532315043,A141,A153,0,A174,0,A192,A201,1
A11,0.101537303,A32,A40,0.305307787,A61,A72,0.810761261,A93,A101,0.395628549,A124,0.174289737,A143,A153,0,A174,0,A192,A201,1
A11,0.179382133,A33,A43,0.106025361,A61,A75,1,A94,A101,0.641707435,A121,0.652669493,A143,A152,0,A172,0,A191,A201,1
A11,0.182086083,A32,A43,0.030814556,A61,A72,1,A92,A101,1,A121,0.528737656,A142,A152,0,A172,0,A191,A201,1
A11,0.179382133,A32,A40,0.137735319,A65,A73,1,A92,A101,0.333333333,A121,0.105964485,A143,A152,0,A173,0,A191,A201,1
A11,0.182086083,A32,A40,0.044253419,A65,A73,1,A92,A101,0.333333333,A122,0.271206934,A143,A152,0,A173,0,A191,A201,1
A11,0.179382133,A32,A40,0.147991603,A61,A74,1,A93,A101,0.179146282,A122,0.179681864,A143,A152,0,A173,0,A191,A201,1
A11,0.182086083,A34,A40,0.055253475,A61,A75,1,A92,A102,0.031147608,A121,0.441315741,A143,A152,0.27778661,A173,0,A191,A201,1
A12,0.58532375,A30,A43,0.133054245,A61,A73,0.947213096,A92,A101,0.179146282,A123,0.245943635,A143,A152,0,A173,0,A192,A201,1
A12,0.582619799,A30,A43,0.305965768,A61,A73,0.855905405,A92,A101,0.031147608,A123,0.39741588,A143,A152,0,A173,0,A192,A201,1
A11,0.461853602,A32,A41,0.303733579,A61,A75,0.719453571,A93,A101,1,A124,0.450484936,A143,A153,0.247930911,A173,0,A192,A201,1
A11,0.453741751,A30,A41,0.282629485,A61,A75,0.810761261,A93,A101,1,A124,0.299012691,A143,A153,0,A173,0,A192,A201,1
A11,0.144147279,A32,A42,0.118033698,A61,A72,0,A92,A101,1,A121,0.142267957,A143,A151,0,A173,0,A191,A201,1
A14,0.141443329,A32,A42,0.184004802,A61,A72,0,A92,A101,1,A122,0.224889181,A143,A152,0,A173,0,A191,A201,1
A11,0.221316121,A32,A43,0.231395599,A61,A73,0.613879762,A92,A101,0.333333333,A122,0.092163707,A143,A152,0.085402422,A173,0,A192,A201,1
A11,0.221992109,A32,A43,0.137858346,A61,A73,0.522572072,A92,A101,0.333333333,A121,0.105933911,A143,A152,0.055546723,A173,0,A192,A201,1
A11,0.179382133,A31,A42,0.514495168,A61,A72,0.438907142,A91,A101,0,A123,0.508044793,A141,A152,0.247930911,A173,0,A192,A201,1
A11,0.182086083,A31,A42,0.133563658,A61,A72,0.621522523,A91,A101,0.031147608,A122,0.631976629,A141,A152,0,A173,0,A192,A201,1
A12,0.331684319,A30,A43,0.069563506,A61,A73,1,A93,A101,0.333333333,A123,0.148023943,A143,A152,0.333333333,A174,0,A192,A201,1
A13,0.325600431,A32,A43,0.176651243,A61,A72,1,A92,A101,0.333333333,A123,0.258185575,A143,A152,0.055546723,A174,0,A192,A201,1
A12,0.647058824,A30,A410,0.88276154,A61,A73,0.052786904,A92,A101,0.333333333,A122,0.202184557,A141,A152,0,A174,0,A192,A201,1
A12,0.647058824,A30,A410,0.501839247,A61,A73,0.144094595,A93,A101,0.364480941,A122,0.229724965,A141,A152,0,A174,0,A192,A201,1
A11,0.647058824,A31,A49,0.229304034,A61,A72,0.386120238,A92,A101,1,A123,0.126699621,A141,A151,0,A173,0,A191,A201,1
A11,0.647058824,A31,A49,0.28287876,A61,A74,0.477427928,A93,A103,1,A123,0.305712274,A143,A151,0,A173,0,A191,A201,1
A11,0.21024967,A30,A49,0.133940978,A62,A73,1,A92,A101,0.641707435,A123,0.16993745,A141,A151,0.085402422,A172,0,A191,A201,1
A12,0.214305595,A34,A49,0.103746139,A62,A73,1,A92,A101,1,A123,0.128626838,A143,A151,0.055546723,A172,0,A191,A201,1
A11,0.257328248,A32,A40,0.124458436,A61,A72,0.561092858,A93,A101,0.691625898,A123,0.134744414,A143,A152,0,A172,0,A191,A201,1
A11,0.25958154,A32,A40,0.093416536,A61,A73,0.378477477,A93,A101,0.333333333,A123,0.437688904,A143,A152,0.27778661,A172,0,A191,A201,1
A11,0.347118087,A30,A40,0.118120179,A61,A75,1,A93,A101,1,A123,0.263211593,A141,A152,0.085402422,A173,0,A191,A201,1
A11,0.341710187,A31,A40,0.107975025,A61,A73,1,A93,A101,1,A123,0.497305062,A141,A152,0.055546723,A173,0,A191,A201,1
A13,0.708793898,A33,A49,0.21805629,A61,A75,0.719453571,A93,A101,1,A124,0.531068735,A143,A153,0.333333333,A173,0,A192,A201,1
A11,0.711497848,A32,A49,0.343510437,A61,A75,0.810761261,A93,A101,1,A124,0.765162205,A143,A152,0.055546723,A173,0,A192,A201,1
A11,0.594058383,A32,A40,0.388890147,A61,A74,0.894426191,A93,A101,0.333333333,A124,0.097919693,A143,A152,0,A173,0,A192,A201,1
A12,0.599466284,A32,A40,0.58029592,A61,A74,0.711810811,A93,A101,0.302185725,A124,0.139230305,A143,A152,0,A173,0,A192,A201,1
A11,0.23674989,A31,A42,0.171601966,A63,A74,1,A93,A101,1,A124,0.226386871,A143,A153,0.247930911,A172,1,A192,A201,1
A11,0.238101865,A32,A42,0.09924037,A63,A72,1,A93,A101,1,A124,0.198846463,A143,A153,0,A172,1,A192,A201,1
A14,0.291933989,A32,A43,0.055377323,A61,A73,0.666666667,A92,A101,0.641707435,A122,0.038592279,A143,A151,0,A173,0,A191,A201,1
A14,0.289906026,A32,A43,0.089943994,A61,A71,0.666666667,A92,A102,0.968852392,A121,0.052362483,A143,A151,0.27778661,A173,0,A191,A201,1
A11,0.232382573,A34,A40,0.026256994,A61,A75,1,A93,A101,0.487520384,A122,0.660193036,A143,A152,0.333333333,A172,0,A191,A201,1
A11,0.229678623,A34,A40,0.043252954,A61,A75,1,A93,A101,0.697814275,A122,0.315937934,A143,A152,0.055546723,A172,0,A191,A201,1
A12,0.117647059,A32,A40,0.034987945,A61,A75,1,A93,A101,1,A123,0.392857143,A143,A152,0,A172,1,A191,A201,1
A12,0.117647059,A33,A40,0.028788381,A61,A75,1,A93,A101,1,A123,0.392857143,A141,A152,0,A172,1,A191,A201,1
A12,0.060279302,A32,A43,0.56352246,A65,A71,0.280546429,A93,A101,0.179146282,A123,0.154890364,A143,A152,0,A171,0,A192,A201,1
A12,0.061631277,A32,A43,0.644404977,A65,A71,0.189238739,A93,A101,0.031147608,A124,0.554226282,A143,A152,0,A171,0,A192,A201,1
A11,0.148514596,A34,A40,0.187422509,A61,A75,0.105573809,A92,A102,1,A121,0.3997915,A142,A151,0.418735755,A173,0,A192,A201,1
A11,0.149866571,A34,A40,0.237247557,A61,A75,0.288189189,A91,A101,1,A121,0.262089459,A141,A151,0.111093446,A173,0,A192,A201,1
A11,0.08896318,A33,A45,0.168894434,A64,A75,1,A93,A101,1,A124,0.298336692,A143,A153,0.333333333,A173,1,A191,A201,1
A14,0.089639168,A30,A45,0.05614491,A64,A75,1,A93,A101,0.968852392,A124,0.615051386,A143,A153,0.333333333,A173,1,A191,A201,1
A11,0.278683879,A31,A40,0.145957618,A65,A73,1,A93,A101,0.333333333,A121,0.30010425,A143,A152,0.085402422,A173,0.934023514,A191,A201,1
A11,0.278007891,A32,A40,0.066925769,A65,A73,1,A93,A101,0.333333333,A122,0.36895527,A143,A152,0.055546723,A173,0.143862594,A191,A201,1
A12,0.669191727,A33,A49,0.092547173,A61,A75,0.947213096,A93,A101,1,A122,0.794348264,A143,A152,0.247930911,A173,0,A192,A201,1
A13,0.662431851,A33,A49,0.27542312,A61,A75,0.855905405,A93,A101,1,A121,0.835658876,A143,A152,0,A173,0,A192,A201,1
A14,0.470588235,A33,A49,0.406645681,A61,A72,0.158360713,A91,A101,0,A122,0.145735136,A143,A152,0.333333333,A173,0,A191,A201,1
A14,0.470588235,A32,A49,0.260561007,A61,A72,0.432283784,A92,A101,0.093442824,A123,0.15950534,A143,A152,0.333333333,A173,0,A191,A201,1
A12,0.468404577,A34,A42,0.25853286,A61,A74,0.333333333,A93,A103,0.333333333,A122,0.176214685,A143,A152,0.247930911,A173,0,A191,A201,1
A12,0.466376614,A32,A42,0.318609693,A61,A74,0.333333333,A93,A101,0.333333333,A122,0.506699583,A143,A152,0.27778661,A173,0,A191,A201,1
A11,0.150698254,A32,A40,0.143478643,A61,A72,0.947213096,A92,A101,1,A122,0.059327414,A143,A151,0,A173,0,A191,A201,1
A11,0.154078192,A32,A40,0.058600587,A61,A72,0.855905405,A92,A101,1,A122,0.086867822,A143,A151,0,A173,0,A191,A201,1
A11,0.179382133,A32,A42,0.1887296,A65,A73,0.438907142,A94,A101,1,A122,0.062794593,A143,A152,0,A173,0,A191,A201,1
A11,0.182086083,A32,A42,0.072752764,A65,A73,0.621522523,A92,A101,0.937704784,A123,0.021483981,A143,A152,0.27778661,A173,0,A191,A201,1
A11,0.10735788,A32,A40,0.060378767,A65,A73,1,A93,A101,0.641707435,A122,0.292648643,A143,A152,0,A172,0,A191,A201,1
A14,0.106907221,A31,A40,0.081182162,A65,A73,1,A92,A103,0.937704784,A122,0.154946602,A143,A152,0,A172,0,A191,A201,1
A12,0.26325011,A32,A42,0.122715201,A65,A73,1,A92,A101,0.666666667,A123,0.112898843,A143,A151,0,A173,0,A191,A201,1
A12,0.261898135,A32,A42,0.071440122,A65,A72,1,A92,A101,0.697814275,A121,0.140439251,A143,A151,0.27778661,A173,0,A191,A201,1
A14,0.205882353,A31,A40,0.226779297,A61,A75,0.438907142,A93,A101,1,A123,0.312205407,A141,A152,0.085402422,A173,1,A192,A201,1
A14,0.205882353,A32,A40,0.133247444,A61,A75,0.621522523,A93,A101,1,A124,0.353516019,A141,A152,0.333333333,A173,1,A192,A201,1
A11,0.150698254,A32,A43,0.337119132,A65,A72,0.158360713,A92,A101,0.179146282,A122,0.116887271,A143,A152,0.085402422,A173,0,A192,A201,1
A14,0.154078192,A32,A43,0.153537745,A65,A72,0.432283784,A92,A101,0.031147608,A123,0.419831761,A143,A152,0.055546723,A173,0,A192,A201,1
A12,0.523588676,A30,A49,0.151857095,A61,A73,0.052786904,A93,A101,0.641707435,A121,0.138800778,A143,A152,0.170804844,A173,0,A192,A201,1
A12,0.518180775,A34,A49,0.600097361,A61,A73,0.144094595,A93,A101,0.937704784,A121,0.290273023,A143,A152,0.388880056,A173,0,A192,A201,1
A11,0.647058824,A30,A41,0.219888164,A61,A75,0.719453571,A93,A101,1,A124,0.418827015,A143,A153,0.333333333,A173,0.934023514,A191,A201,1
A11,0.647058824,A33,A41,0.304140755,A61,A75,0.810761261,A93,A101,1,A124,0.115882525,A143,A153,0.055546723,A173,0.143862594,A191,A201,1
A14,0.302852281,A32,A43,0.108283424,A61,A74,1,A93,A101,0.641707435,A121,0.130755986,A143,A152,0.085402422,A173,0,A191,A201,1
A12,0.310964132,A34,A43,0.068611991,A61,A74,1,A93,A101,0.937704784,A121,0.158296394,A143,A152,0.055546723,A173,0,A191,A201,1
A11,0.106580607,A32,A49,0.142989659,A61,A72,0.280546429,A92,A101,1,A122,0.252288807,A143,A152,0,A173,0.934023514,A191,A201,1
A12,0.109960545,A32,A49,0.179553689,A61,A75,0.189238739,A92,A101,1,A122,0.348680236,A143,A152,0,A173,0.143862594,A191,A201,1
A12,0.267617427,A34,A40,0.203537537,A61,A73,1,A94,A101,0.691625898,A123,0.235610036,A143,A152,0.085402422,A173,0,A191,A201,1
A12,0.270321377,A34,A40,0.12514104,A61,A71,1,A91,A101,0.333333333,A123,0.166759015,A143,A152,0.333333333,A173,0,A191,A201,1
A13,0.148514596,A34,A43,0.141586422,A61,A73,1,A94,A101,0.333333333,A123,0.20506255,A143,A152,0,A173,0,A191,A201,1
A12,0.149866571,A32,A43,0.032098075,A61,A73,1,A93,A101,0.333333333,A123,0.246373162,A143,A152,0,A173,0,A191,A201,1
A11,0.408853161,A31,A42,0.109347632,A61,A75,0.719453571,A93,A101,1,A123,0.202773743,A141,A152,0,A173,0,A191,A201,1
A11,0.406149211,A31,A42,0.151562258,A61,A74,0.810761261,A93,A101,1,A123,0.147692927,A141,A152,0.27778661,A173,0,A191,A201,1
A11,0.117647059,A32,A43,0.030007616,A62,A71,1,A94,A101,0.537438847,A123,0.047815443,A143,A152,0,A173,0,A191,A201,1
A11,0.117647059,A32,A43,0.025834291,A62,A74,1,A94,A101,0.062295216,A122,0.020275035,A143,A152,0,A173,0,A191,A201,1
A11,0.430986064,A34,A42,0.168051004,A61,A73,0.052786904,A91,A101,1,A121,0.236720471,A141,A152,0,A174,0,A192,A201,1
A11,0.421522239,A34,A42,0.236433587,A61,A73,0.144094595,A92,A101,0.968852392,A121,0.429503328,A143,A151,0,A174,0,A192,A201,1
A12,0.23674989,A32,A41,0.430661523,A63,A72,0.719453571,A92,A101,1,A122,0.145735136,A143,A151,0,A173,0,A191,A201,1
A12,0.238101865,A32,A41,0.13073813,A63,A72,0.810761261,A92,A101,0.968852392,A123,0.15950534,A143,A151,0.27778661,A173,0,A191,A201,1
A14,0.18374945,A33,A40,0.325056248,A62,A71,0.438907142,A93,A101,0.641707435,A123,0.485610036,A143,A152,0.256207266,A174,0,A192,A201,1
A12,0.190509325,A32,A40,0.174123722,A62,A75,0.621522523,A93,A101,1,A123,0.416759015,A143,A152,0.444426779,A174,0,A192,A201,1
A11,0.148514596,A30,A42,0.106392952,A61,A72,0.158360713,A92,A101,1,A122,0.11002085,A143,A151,0.247930911,A173,0,A191,A201,1
A11,0.149866571,A32,A42,0.152168097,A61,A72,0.432283784,A92,A101,0.968852392,A122,0.123791054,A143,A151,0,A173,0,A191,A201,1
A12,0.483690186,A32,A43,0.220794477,A62,A73,0.438907142,A94,A101,0.333333333,A123,0.224098064,A143,A152,0,A173,0,A191,A201,1
A12,0.495857962,A32,A43,0.131511482,A62,A73,0.621522523,A94,A101,0.333333333,A123,0.100166228,A143,A152,0,A173,0,A191,A201,1
A11,0.10221329,A34,A46,0.150349818,A64,A75,1,A93,A101,0.845812949,A124,0.576663308,A141,A153,0.333333333,A173,1,A191,A201,1
A12,0.101537303,A34,A46,0.064411929,A64,A75,1,A93,A101,0.697814275,A124,0.259948614,A143,A153,0.333333333,A173,1,A191,A201,1
A12,0.446271674,A30,A49,0.468793316,A61,A73,0.438907142,A93,A101,0.154187051,A121,0.271913507,A143,A152,0,A173,0.065976486,A192,A201,1
A12,0.451003587,A30,A49,0.38705745,A61,A73,0.621522523,A92,A101,0.333333333,A123,0.120441263,A143,A152,0,A173,0.856137406,A192,A201,1
A11,0.298484964,A34,A40,0.242143287,A61,A73,1,A92,A101,0.333333333,A121,0.182038607,A143,A152,0.333333333,A173,0,A192,A201,1
A14,0.302540889,A34,A40,0.194529285,A61,A73,1,A92,A101,0.333333333,A121,0.113187587,A142,A152,0.333333333,A173,0,A192,A201,1
A11,0.294117647,A32,A40,0.054665052,A65,A73,1,A92,A101,1,A122,0.127288807,A143,A151,0,A173,0,A191,A201,1
A11,0.294117647,A32,A40,0.060163911,A65,A74,1,A92,A101,1,A124,0.223680236,A143,A151,0,A173,0,A191,A201,1
A12,0.179382133,A32,A40,0.074777742,A61,A72,1,A93,A101,0.333333333,A123,0.221220072,A142,A152,0,A172,0.065976486,A191,A201,1
A12,0.182086083,A32,A40,0.104627116,A61,A72,1,A93,A101,0.302185725,A121,0.083518031,A142,A152,0.27778661,A172,0.856137406,A191,A201,1
A12,0.08896318,A32,A43,0.06940909,A61,A74,0.438907142,A93,A101,0.179146282,A123,0.053571429,A143,A152,0,A173,0,A191,A201,1
A12,0.089639168,A32,A43,0.064974997,A61,A72,0.621522523,A92,A101,0.031147608,A123,0.053571429,A142,A152,0,A173,0,A191,A201,1
A11,0.117647059,A32,A40,0.032457998,A61,A75,0.438907142,A94,A101,0.487520384,A123,0.346809257,A143,A152,0,A172,0.065976486,A191,A201,1
A12,0.117647059,A32,A40,0.031522825,A61,A74,0.621522523,A92,A101,0.697814275,A123,0.126485992,A141,A152,0,A172,0.856137406,A191,A201,1
A12,0.355852721,A32,A45,0.103889597,A61,A72,1,A93,A101,0.179146282,A123,0.1002085,A143,A152,0,A172,0,A191,A201,1
A12,0.358556671,A32,A45,0.074885457,A61,A72,1,A93,A101,0.031147608,A124,0.237910541,A143,A151,0,A172,0,A191,A201,1
A11,0.26325011,A32,A43,0.168287463,A61,A73,0.947213096,A93,A101,1,A124,0.641678771,A143,A153,0.333333333,A173,0.065976486,A191,A201,1
A11,0.261898135,A32,A43,0.214151408,A61,A73,0.855905405,A93,A101,1,A124,0.80692122,A143,A153,0.055546723,A173,0.856137406,A191,A201,1
